InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,InvoiceDateTime
0,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,"8/8/2011,2:32:",8.50,17511,2011-08-08 02:32:00
0,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,"8/8/2011,2:32:",1.06,17511,2011-08-08 02:32:00
0,82484,WOOD BLACK BOARD ANT WHITE FINISH,-1,"8/8/2011,2:32:",6.75,17511,2011-08-08 02:32:00
0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,"8/8/2011,2:32:",2.55,17511,2011-08-08 02:32:00
0,22197,POPCORN HOLDER,-3,"8/8/2011,2:32:",0.72,17511,2011-08-08 02:32:00
0,21042,RED RETROSPOT APRON ,-1,"8/8/2011,2:32:",4.65,17511,2011-08-08 02:32:00
0,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,"8/9/2011,9:05:",2.95,16401,2011-08-09 09:05:00
0,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,-2,"8/9/2011,9:05:",2.55,16401,2011-08-09 09:05:00
0,22849,BREAD BIN DINER STYLE MINT,-1,"8/9/2011,9:41:",9.99,12406,2011-08-09 09:41:00
0,22848,BREAD BIN DINER STYLE PINK,-4,"8/9/2011,9:41:",9.99,12406,2011-08-09 09:41:00
0,22846,BREAD BIN DINER STYLE RED ,-4,"8/9/2011,9:41:",9.99,12406,2011-08-09 09:41:00
0,22424,ENAMEL BREAD BIN CREAM,-2,"8/9/2011,12:18",9.99,17841,2011-08-09 12:18:00
0,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-2,"8/9/2011,12:18",9.95,17841,2011-08-09 12:18:00
0,85014B,RED RETROSPOT UMBRELLA,-1,"8/9/2011,12:18",5.95,17841,2011-08-09 12:18:00
0,15056B,EDWARDIAN PARASOL BLACK,-1,"8/9/2011,12:18",5.95,17841,2011-08-09 12:18:00
0,21935,SUKI  SHOULDER BAG,-1,"8/9/2011,12:18",1.65,17841,2011-08-09 12:18:00
0,22374,AIRLINE BAG VINTAGE JET SET RED,-1,"8/9/2011,12:18",4.25,17841,2011-08-09 12:18:00
562785,21033,,-455,"8/9/2011,1:32:",0.00,0,2011-08-09 01:32:00
0,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,"8/9/2011,2:20:",4.95,14112,2011-08-09 02:20:00
0,22192,BLUE DINER WALL CLOCK,-1,"8/9/2011,2:23:",8.50,13709,2011-08-09 02:23:00
0,23235,STORAGE TIN VINTAGE LEAF,-1,"8/9/2011,2:23:",2.89,13709,2011-08-09 02:23:00
0,22428,ENAMEL FIRE BUCKET CREAM,-2,"8/9/2011,2:23:",6.95,13709,2011-08-09 02:23:00
0,21877,HOME SWEET HOME MUG,-1,"8/9/2011,2:23:",1.25,13709,2011-08-09 02:23:00
0,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,"8/9/2011,2:29:",8.50,16672,2011-08-09 02:29:00
0,22605,WOODEN CROQUET GARDEN SET,-1,"8/9/2011,2:30:",9.99,12929,2011-08-09 02:30:00
0,84949,SILVER HANGING T-LIGHT HOLDER,-2,"8/9/2011,2:31:",1.65,16609,2011-08-09 02:31:00
0,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,-2,"8/9/2011,2:34:",2.55,16401,2011-08-09 02:34:00
0,23012,GLASS APOTHECARY BOTTLE PERFUME,-1,"8/9/2011,2:35:",3.95,15194,2011-08-09 02:35:00
0,22990,COTTON APRON PANTRY DESIGN,-2,"8/9/2011,2:41:",4.95,15201,2011-08-09 02:41:00
0,22994,TRAVEL CARD WALLET RETROSPOT,-2,"8/9/2011,2:41:",0.42,15201,2011-08-09 02:41:00
0,21704,BAG 250g SWIRLY MARBLES,-2,"8/9/2011,2:43:",0.85,15628,2011-08-09 02:43:00
0,23187,FRENCH STYLE STORAGE JAR BONBONS,-10,"8/9/2011,2:43:",0.29,15628,2011-08-09 02:43:00
0,23187,FRENCH STYLE STORAGE JAR BONBONS,-5,"8/9/2011,3:10:",0.29,18282,2011-08-09 03:10:00
0,23109,PACK OF SIX LED TEA LIGHTS,-96,"8/9/2011,3:30:",2.49,13217,2011-08-09 03:30:00
0,23083,SET 6 PAPER TABLE LANTERN STARS ,-48,"8/9/2011,3:30:",3.29,13217,2011-08-09 03:30:00
0,21754,HOME BUILDING BLOCK WORD,-1,"8/10/2011,9:21",5.95,14903,2011-08-10 09:21:00
0,22990,COTTON APRON PANTRY DESIGN,-4,"8/10/2011,9:35",4.95,15201,2011-08-10 09:35:00
562855,84800M,,-124,"8/10/2011,10:1",0.00,0,2011-08-10 10:01:00
0,22360,GLASS JAR ENGLISH CONFECTIONERY,-1,"8/10/2011,10:4",2.95,15110,2011-08-10 10:04:00
0,22900,SET 2 TEA TOWELS I LOVE LONDON ,-3,"8/10/2011,11:2",3.25,14056,2011-08-10 11:02:00
0,23077,DOUGHNUT LIP GLOSS ,-20,"8/10/2011,11:4",1.25,17994,2011-08-10 11:04:00
0,22727,ALARM CLOCK BAKELIKE RED ,-2,"8/10/2011,12:0",3.75,18172,2011-08-10 12:00:00
0,75049L,LARGE CIRCULAR MIRROR MOBILE,-11,"8/10/2011,1:00",1.25,17602,2011-08-10 01:00:00
0,23187,FRENCH STYLE STORAGE JAR BONBONS,-16,"8/10/2011,1:03",0.29,15671,2011-08-10 01:03:00
0,22978,PANTRY ROLLING PIN,-5,"8/10/2011,1:06",3.75,13384,2011-08-10 01:06:00
0,23064,CINDERELLA CHANDELIER ,-1,"8/10/2011,1:35",9.99,13388,2011-08-10 01:35:00
0,22699,ROSES REGENCY TEACUP AND SAUCER ,-2,"8/10/2011,2:17",2.95,13767,2011-08-10 02:17:00
0,22423,REGENCY CAKESTAND 3 TIER,-2,"8/10/2011,2:17",9.99,13767,2011-08-10 02:17:00
0,22726,ALARM CLOCK BAKELIKE GREEN,-1,"8/10/2011,2:17",3.75,13767,2011-08-10 02:17:00
0,22727,ALARM CLOCK BAKELIKE RED ,-1,"8/10/2011,2:17",3.75,13767,2011-08-10 02:17:00
0,23316,RED REFECTORY CLOCK ,-1,"8/11/2011,9:16",9.95,12693,2011-08-11 09:16:00
0,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,"8/11/2011,10:1",4.95,12749,2011-08-11 10:01:00
0,23236,STORAGE TIN VINTAGE DOILY ,-1,"8/11/2011,10:1",2.89,12749,2011-08-11 10:01:00
0,23235,STORAGE TIN VINTAGE LEAF,-2,"8/11/2011,10:1",2.89,12749,2011-08-11 10:01:00
0,23239,SET OF 4 KNICK KNACK TINS POPPIES,-3,"8/11/2011,10:1",4.15,12749,2011-08-11 10:01:00
0,82486,WOOD S/3 CABINET ANT WHITE FINISH,-1,"8/11/2011,10:1",8.95,12749,2011-08-11 10:01:00
0,23244,ROUND STORAGE TIN VINTAGE LEAF,-2,"8/11/2011,10:1",1.95,12749,2011-08-11 10:01:00
0,23245,SET OF 3 REGENCY CAKE TINS,-1,"8/11/2011,10:1",4.95,12749,2011-08-11 10:01:00
0,23110,PARISIENNE KEY CABINET ,-1,"8/11/2011,10:1",5.75,12749,2011-08-11 10:01:00
0,23167,SMALL CERAMIC TOP STORAGE JAR ,-2,"8/11/2011,10:1",0.83,12749,2011-08-11 10:01:00
0,23166,MEDIUM CERAMIC TOP STORAGE JAR,-1,"8/11/2011,10:1",1.25,12749,2011-08-11 10:01:00
0,23165,LARGE CERAMIC TOP STORAGE JAR,-2,"8/11/2011,10:1",1.65,12749,2011-08-11 10:01:00
0,22980,PANTRY SCRUBBING BRUSH,-3,"8/11/2011,10:1",1.65,12749,2011-08-11 10:01:00
0,22979,PANTRY WASHING UP BRUSH,-2,"8/11/2011,10:1",1.45,12749,2011-08-11 10:01:00
0,22981,PANTRY APPLE CORER,-5,"8/11/2011,10:1",1.45,12749,2011-08-11 10:01:00
0,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,"8/11/2011,10:1",4.95,12749,2011-08-11 10:01:00
0,23169,CLASSIC GLASS COOKIE JAR,-1,"8/11/2011,10:1",4.15,12749,2011-08-11 10:01:00
0,23020,GLASS  SONGBIRD STORAGE JAR,-1,"8/11/2011,10:1",9.99,12749,2011-08-11 10:01:00
0,23015,CORDIAL GLASS JUG,-1,"8/11/2011,10:1",8.25,12749,2011-08-11 10:01:00
0,23017,APOTHECARY MEASURING JAR,-1,"8/11/2011,10:1",9.99,12749,2011-08-11 10:01:00
0,23111,PARISIENNE SEWING BOX,-1,"8/11/2011,10:1",9.99,12749,2011-08-11 10:01:00
0,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,"8/11/2011,10:1",4.95,16180,2011-08-11 10:01:00
0,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,"8/11/2011,10:1",2.95,16180,2011-08-11 10:01:00
0,22064,PINK DOUGHNUT TRINKET POT ,-1,"8/11/2011,10:1",1.65,16180,2011-08-11 10:01:00
0,23206,LUNCH BAG APPLE DESIGN,-1,"8/11/2011,10:1",1.65,16180,2011-08-11 10:01:00
0,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,"8/11/2011,10:1",1.25,16180,2011-08-11 10:01:00
0,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-1,"8/11/2011,10:1",2.95,16180,2011-08-11 10:01:00
0,22697,GREEN REGENCY TEACUP AND SAUCER,-1,"8/11/2011,10:1",2.95,16180,2011-08-11 10:01:00
0,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,"8/11/2011,10:1",2.95,17429,2011-08-11 10:01:00
0,84927F,PSYCHEDELIC TILE HOOK,-5,"8/11/2011,10:1",0.39,17429,2011-08-11 10:01:00
0,22461,SAVOY ART DECO CLOCK,-2,"8/11/2011,10:1",3.95,17429,2011-08-11 10:01:00
0,82600,NO SINGING METAL SIGN,-6,"8/11/2011,10:1",2.10,13186,2011-08-11 10:01:00
0,22637,PIGGY BANK RETROSPOT ,-1,"8/11/2011,10:1",2.55,13186,2011-08-11 10:01:00
0,22842,BISCUIT TIN VINTAGE RED,-1,"8/11/2011,10:1",6.75,13319,2011-08-11 10:01:00
0,22540,MINI JIGSAW CIRCUS PARADE ,-1,"8/11/2011,10:1",0.42,13319,2011-08-11 10:01:00
0,85066,CREAM SWEETHEART MINI CHEST,-6,"8/11/2011,10:2",1.80,17389,2011-08-11 10:02:00
0,22138,BAKING SET 9 PIECE RETROSPOT ,-6,"8/11/2011,10:2",0.70,17389,2011-08-11 10:02:00
0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-6,"8/11/2011,10:2",2.95,14305,2011-08-11 10:02:00
0,22766,PHOTO FRAME CORNICE,-7,"8/11/2011,10:2",2.95,14305,2011-08-11 10:02:00
0,22852,DOG BOWL VINTAGE CREAM,-1,"8/11/2011,10:2",4.25,14305,2011-08-11 10:02:00
0,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,-5,"8/11/2011,10:2",1.25,14305,2011-08-11 10:02:00
0,23132,SMALL IVORY HEART WALL ORGANISER,-1,"8/11/2011,10:2",5.75,17579,2011-08-11 10:02:00
0,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,-1,"8/11/2011,10:2",2.95,17579,2011-08-11 10:02:00
0,22568,FELTCRAFT CUSHION OWL,-1,"8/11/2011,10:5",3.75,12610,2011-08-11 10:05:00
0,21987,PACK OF 6 SKULL PAPER CUPS,-12,"8/11/2011,10:5",0.65,12610,2011-08-11 10:05:00
0,22847,BREAD BIN DINER STYLE IVORY,-1,"8/11/2011,11:4",9.99,12885,2011-08-11 11:04:00
0,23108,SET OF 10 LED DOLLY LIGHTS,-1,"8/11/2011,3:26",6.25,13722,2011-08-11 03:26:00
0,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,-1,"8/11/2011,3:45",1.25,16928,2011-08-11 03:45:00
0,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,-12,"8/12/2011,10:1",2.10,12709,2011-08-12 10:01:00
0,23169,CLASSIC GLASS COOKIE JAR,-1,"8/12/2011,10:1",4.15,12709,2011-08-12 10:01:00
0,22960,JAM MAKING SET WITH JARS,-1,"8/12/2011,10:1",3.75,12709,2011-08-12 10:01:00
0,21452,TOADSTOOL MONEY BOX,-1,"8/12/2011,10:1",2.95,12709,2011-08-12 10:01:00
0,21936,RED RETROSPOT PICNIC BAG,-4,"8/12/2011,10:3",2.95,12656,2011-08-12 10:03:00
0,20725,LUNCH BAG RED RETROSPOT,-6,"8/12/2011,10:3",1.65,12656,2011-08-12 10:03:00
563148,21033,,-37,"8/12/2011,11:3",0.00,0,2011-08-12 11:03:00
0,23160,REGENCY TEA SPOON,-3,"8/14/2011,9:57",1.25,13047,2011-08-14 09:57:00
0,22371,AIRLINE BAG VINTAGE TOKYO 78,-1,"8/14/2011,12:1",4.25,17613,2011-08-14 12:01:00
0,84879,ASSORTED COLOUR BIRD ORNAMENT,-1,"8/14/2011,12:1",1.69,17613,2011-08-14 12:01:00
0,20781,GOLD EAR MUFF HEADPHONES,-1,"8/14/2011,12:1",5.49,17613,2011-08-14 12:01:00
0,21933,PINK VINTAGE PAISLEY PICNIC BAG,-1,"8/14/2011,12:1",1.65,17613,2011-08-14 12:01:00
0,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,-1,"8/14/2011,12:1",3.75,17613,2011-08-14 12:01:00
0,22383,LUNCH BAG SUKI DESIGN ,-1,"8/14/2011,2:15",1.65,16401,2011-08-14 02:15:00
0,22469,HEART OF WICKER SMALL,-11,"8/14/2011,2:17",1.65,17644,2011-08-14 02:17:00
0,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-2,"8/14/2011,2:22",4.95,16150,2011-08-14 02:22:00
0,22469,HEART OF WICKER SMALL,-6,"8/14/2011,2:22",1.65,16150,2011-08-14 02:22:00
0,21289,LARGE STRIPES CHOCOLATE GIFT BAG,-4,"8/14/2011,2:22",1.25,16150,2011-08-14 02:22:00
0,22780,LIGHT GARLAND BUTTERFILES PINK,-3,"8/14/2011,2:23",4.25,17611,2011-08-14 02:23:00
0,22460,EMBOSSED GLASS TEALIGHT HOLDER,-3,"8/14/2011,2:28",1.25,15660,2011-08-14 02:28:00
0,37446,MINI CAKE STAND WITH HANGING CAKES,-1,"8/14/2011,2:30",1.45,16292,2011-08-14 02:30:00
0,37449,CERAMIC CAKE STAND + HANGING CAKES,-2,"8/14/2011,2:30",9.95,16292,2011-08-14 02:30:00
0,23298,SPOTTY BUNTING,-1,"8/14/2011,2:33",4.95,12409,2011-08-14 02:33:00
0,23253,16 PIECE CUTLERY SET PANTRY DESIGN,-1,"8/14/2011,2:36",9.99,13116,2011-08-14 02:36:00
0,23173,REGENCY TEAPOT ROSES ,-1,"8/14/2011,3:55",9.95,17988,2011-08-14 03:55:00
0,22616,PACK OF 12 LONDON TISSUES ,-12,"8/15/2011,10:0",0.29,15048,2011-08-15 10:00:00
563244,22740,,-36,"8/15/2011,10:4",0.00,0,2011-08-15 10:04:00
0,21704,BAG 250g SWIRLY MARBLES,-1,"8/15/2011,11:3",0.72,16656,2011-08-15 11:03:00
0,22061,LARGE CAKE STAND  HANGING STRAWBERY,-2,"8/15/2011,12:0",8.50,15311,2011-08-15 12:00:00
0,20728,LUNCH BAG CARS BLUE,-1,"8/15/2011,12:0",1.45,15311,2011-08-15 12:00:00
0,20727,LUNCH BAG  BLACK SKULL.,-1,"8/15/2011,12:0",1.45,15311,2011-08-15 12:00:00
0,21579,LOLITA  DESIGN  COTTON TOTE BAG,-6,"8/15/2011,4:20",2.25,15342,2011-08-15 04:20:00
0,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,-1,"8/15/2011,4:20",0.83,15342,2011-08-15 04:20:00
0,23149,ANTIQUE IVORY WIRE BOWL SMALL,-6,"8/16/2011,10:2",2.49,14911,2011-08-16 10:02:00
0,23073,GEORGIAN TRINKET BOX,-1,"8/16/2011,10:2",9.99,14911,2011-08-16 10:02:00
0,22989,SET 2 PANTRY DESIGN TEA TOWELS,-6,"8/16/2011,10:2",3.25,14911,2011-08-16 10:02:00
0,22193,RED DINER WALL CLOCK,-2,"8/16/2011,10:2",8.50,14911,2011-08-16 10:02:00
0,84629,WHITE 3 FRAME BIRDS AND TREE ,-1,"8/16/2011,12:1",4.95,16033,2011-08-16 12:01:00
0,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,"8/16/2011,12:1",2.95,16033,2011-08-16 12:01:00
0,21874,GIN AND TONIC MUG,-1,"8/16/2011,12:1",1.25,16033,2011-08-16 12:01:00
563453,21033,taig adjust no stock,-24,"8/16/2011,2:34",0.00,0,2011-08-16 02:34:00
0,84078A,SET/4 WHITE RETRO STORAGE CUBES ,-1,"8/16/2011,2:51",9.99,17048,2011-08-16 02:51:00
0,21713,CITRONELLA CANDLE FLOWERPOT,-3,"8/16/2011,3:59",2.10,14175,2011-08-16 03:59:00
0,23108,SET OF 10 LED DOLLY LIGHTS,-1,"8/16/2011,3:59",6.25,14175,2011-08-16 03:59:00
0,22927,GREEN GIANT GARDEN THERMOMETER,-1,"8/16/2011,3:59",5.95,14175,2011-08-16 03:59:00
0,22885,NUMBER TILE VINTAGE FONT 6 ,-1,"8/17/2011,1:14",1.95,16755,2011-08-17 01:14:00
0,22883,NUMBER TILE VINTAGE FONT 4,-1,"8/17/2011,1:14",1.95,16755,2011-08-17 01:14:00
0,22882,NUMBER TILE VINTAGE FONT 3,-1,"8/17/2011,1:14",1.95,16755,2011-08-17 01:14:00
0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,"8/17/2011,1:14",2.95,16755,2011-08-17 01:14:00
0,22197,POPCORN HOLDER,-1,"8/17/2011,1:14",0.85,16755,2011-08-17 01:14:00
0,22467,GUMBALL COAT RACK,-1,"8/17/2011,1:16",2.55,16755,2011-08-17 01:16:00
0,21067,VINTAGE RED TEATIME MUG,-23,"8/17/2011,2:51",1.06,17949,2011-08-17 02:51:00
0,21877,HOME SWEET HOME MUG,-828,"8/17/2011,3:06",1.06,17949,2011-08-17 03:06:00
0,21871,SAVE THE PLANET MUG,-576,"8/17/2011,3:06",1.06,17949,2011-08-17 03:06:00
0,21069,VINTAGE BILLBOARD TEA MUG,-701,"8/17/2011,3:06",1.06,17949,2011-08-17 03:06:00
0,22077,6 RIBBONS RUSTIC CHARM,-6,"8/17/2011,5:19",1.65,12697,2011-08-17 05:19:00
0,21314,SMALL GLASS HEART TRINKET POT,-5,"8/17/2011,5:37",2.10,18248,2011-08-17 05:37:00
0,23296,SET OF 6 TEA TIME BAKING CASES,-4,"8/18/2011,6:10",1.25,16145,2011-08-18 06:10:00
0,21314,SMALL GLASS HEART TRINKET POT,-5,"8/18/2011,6:14",2.10,18248,2011-08-18 06:14:00
0,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2,"8/18/2011,6:15",2.75,13769,2011-08-18 06:15:00
0,23091,ZINC HERB GARDEN CONTAINER,-1,"8/18/2011,6:15",6.25,13769,2011-08-18 06:15:00
0,22776,SWEETHEART CAKESTAND 3 TIER,-2,"8/18/2011,6:19",9.95,12749,2011-08-18 06:19:00
0,22845,VINTAGE CREAM CAT FOOD CONTAINER,-1,"8/18/2011,6:21",6.35,14305,2011-08-18 06:21:00
0,22842,BISCUIT TIN VINTAGE RED,-1,"8/18/2011,6:22",6.75,15152,2011-08-18 06:22:00
0,84946,ANTIQUE SILVER T-LIGHT GLASS,-1,"8/18/2011,6:22",1.25,15152,2011-08-18 06:22:00
0,22425,ENAMEL COLANDER CREAM,-1,"8/18/2011,6:22",4.95,15152,2011-08-18 06:22:00
0,84818,DANISH ROSE PHOTO FRAME,-18,"8/18/2011,6:24",0.79,14911,2011-08-18 06:24:00
0,21218,RED SPOTTY BISCUIT TIN,-1,"8/18/2011,6:24",3.75,14911,2011-08-18 06:24:00
0,22608,PENS ASSORTED FUNKY JEWELED ,-7,"8/18/2011,6:24",0.19,14911,2011-08-18 06:24:00
0,22625,RED KITCHEN SCALES,-1,"8/18/2011,6:24",8.50,14911,2011-08-18 06:24:00
0,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,"8/18/2011,6:24",4.95,14911,2011-08-18 06:24:00
0,84880,WHITE WIRE EGG HOLDER,-1,"8/18/2011,6:24",7.50,14911,2011-08-18 06:24:00
0,22627,MINT KITCHEN SCALES,-1,"8/18/2011,6:24",8.50,14911,2011-08-18 06:24:00
0,22423,REGENCY CAKESTAND 3 TIER,-1,"8/18/2011,6:24",9.99,14911,2011-08-18 06:24:00
0,22301,COFFEE MUG CAT + BIRD DESIGN,-1,"8/18/2011,6:24",2.55,14911,2011-08-18 06:24:00
0,22182,CAKE STAND VICTORIAN FILIGREE SMALL,-2,"8/18/2011,6:24",4.95,14911,2011-08-18 06:24:00
0,21584,RETROSPOT SMALL TUBE MATCHES,-1,"8/18/2011,6:24",1.65,14911,2011-08-18 06:24:00
0,21845,DAIRY MAID STRIPE MUG,-8,"8/18/2011,6:24",0.79,14911,2011-08-18 06:24:00
0,23160,REGENCY TEA SPOON,-3,"8/18/2011,6:25",1.25,13047,2011-08-18 06:25:00
0,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,"8/18/2011,6:26",9.95,14291,2011-08-18 06:26:00
0,22358,KINGS CHOICE TEA CADDY ,-1,"8/18/2011,6:28",2.95,17302,2011-08-18 06:28:00
0,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,"8/18/2011,6:28",9.99,17302,2011-08-18 06:28:00
0,22847,BREAD BIN DINER STYLE IVORY,-1,"8/18/2011,6:28",9.99,15251,2011-08-18 06:28:00
0,22457,NATURAL SLATE HEART CHALKBOARD ,-1,"8/18/2011,6:29",2.95,14112,2011-08-18 06:29:00
0,22847,BREAD BIN DINER STYLE IVORY,-1,"8/18/2011,6:30",9.99,13925,2011-08-18 06:30:00
0,22846,BREAD BIN DINER STYLE RED ,-1,"8/18/2011,6:30",9.99,13925,2011-08-18 06:30:00
0,22839,3 TIER CAKE TIN GREEN AND CREAM,-1,"8/18/2011,6:30",9.99,13925,2011-08-18 06:30:00
0,22729,ALARM CLOCK BAKELIKE ORANGE,-2,"8/18/2011,6:31",3.75,13078,2011-08-18 06:31:00
0,21845,DAIRY MAID STRIPE MUG,-2,"8/18/2011,6:33",0.79,17719,2011-08-18 06:33:00
0,22624,IVORY KITCHEN SCALES,-1,"8/18/2011,6:33",8.50,17719,2011-08-18 06:33:00
0,22784,LANTERN CREAM GAZEBO ,-2,"8/18/2011,6:34",4.95,18178,2011-08-18 06:34:00
0,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",-1,"8/18/2011,6:36",4.25,14937,2011-08-18 06:36:00
0,84949,SILVER HANGING T-LIGHT HOLDER,-3,"8/18/2011,6:38",1.65,17340,2011-08-18 06:38:00
0,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-1,"8/18/2011,6:38",0.65,17340,2011-08-18 06:38:00
0,22729,ALARM CLOCK BAKELIKE ORANGE,-1,"8/18/2011,6:39",3.75,17442,2011-08-18 06:39:00
563650,79163,,-156,"8/18/2011,10:4",0.00,0,2011-08-18 10:04:00
563652,22461,,-36,"8/18/2011,10:4",0.00,0,2011-08-18 10:04:00
0,22844,VINTAGE CREAM DOG FOOD CONTAINER,-12,"8/18/2011,10:4",7.65,15311,2011-08-18 10:04:00
0,22778,GLASS CLOCHE SMALL,-24,"8/18/2011,10:4",3.39,15311,2011-08-18 10:04:00
0,47351B,BLUE  VOILE LAMPSHADE,-48,"8/18/2011,10:4",2.55,15311,2011-08-18 10:04:00
0,23165,LARGE CERAMIC TOP STORAGE JAR,-48,"8/18/2011,10:4",1.45,15311,2011-08-18 10:04:00
0,84050,PINK HEART SHAPE EGG FRYING PAN,-1,"8/18/2011,1:04",1.65,17243,2011-08-18 01:04:00
0,23184,BULL DOG BOTTLE OPENER,-2,"8/18/2011,1:04",4.95,17243,2011-08-18 01:04:00
563700,85106,,-553,"8/18/2011,1:55",0.00,0,2011-08-18 01:55:00
563704,37342,,-66,"8/18/2011,2:03",0.00,0,2011-08-18 02:03:00
563715,90120D,,-18,"8/18/2011,4:08",0.00,0,2011-08-18 04:08:00
0,22470,HEART OF WICKER LARGE,-1,"8/18/2011,4:14",2.95,15706,2011-08-18 04:14:00
0,21232,STRAWBERRY CERAMIC TRINKET BOX,-4,"8/19/2011,10:3",1.25,12528,2011-08-19 10:03:00
0,22891,TEA FOR ONE POLKADOT,-1,"8/19/2011,10:3",4.25,12362,2011-08-19 10:03:00
0,22659,LUNCH BOX I LOVE LONDON,-6,"8/19/2011,10:3",1.95,12362,2011-08-19 10:03:00
0,22630,DOLLY GIRL LUNCH BOX,-1,"8/19/2011,10:3",1.95,12362,2011-08-19 10:03:00
0,22730,ALARM CLOCK BAKELIKE IVORY,-8,"8/19/2011,11:1",3.75,13048,2011-08-19 11:01:00
0,37495,FAIRY CAKE BIRTHDAY CANDLE SET,-4,"8/19/2011,1:13",3.75,18241,2011-08-19 01:13:00
0,21789,KIDS RAIN MAC PINK,-19,"8/19/2011,3:39",0.85,13090,2011-08-19 03:39:00
0,21788,KIDS RAIN MAC BLUE,-20,"8/19/2011,3:39",0.85,13090,2011-08-19 03:39:00
0,21042,RED RETROSPOT APRON ,-1,"8/21/2011,9:18",5.95,16330,2011-08-21 09:18:00
0,90064B,BLACK VINTAGE  CRYSTAL EARRINGS,-1,"8/21/2011,9:18",3.75,16330,2011-08-21 09:18:00
0,22726,ALARM CLOCK BAKELIKE GREEN,-1,"8/21/2011,10:5",3.75,17097,2011-08-21 10:05:00
0,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,-1,"8/21/2011,10:5",9.99,17097,2011-08-21 10:05:00
0,23198,PANTRY MAGNETIC  SHOPPING LIST,-1,"8/21/2011,1:47",1.45,14572,2011-08-21 01:47:00
0,23032,DRAWER KNOB CRACKLE GLAZE IVORY,-6,"8/22/2011,10:3",1.65,13089,2011-08-22 10:03:00
0,23029,DRAWER KNOB CRACKLE GLAZE GREEN,-6,"8/22/2011,10:3",1.65,13089,2011-08-22 10:03:00
0,21670,BLUE SPOT CERAMIC DRAWER KNOB,-6,"8/22/2011,10:3",1.25,13089,2011-08-22 10:03:00
0,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,"8/22/2011,3:00",3.25,16184,2011-08-22 03:00:00
0,22423,REGENCY CAKESTAND 3 TIER,-150,"8/22/2011,5:10",9.99,17949,2011-08-22 05:10:00
0,23574,PACKING CHARGE,-1,"8/23/2011,9:16",7.50,14911,2011-08-23 09:16:00
0,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-2,"8/23/2011,10:3",2.95,16550,2011-08-23 10:03:00
0,21658,GLASS  BEURRE DISH,-2,"8/23/2011,10:3",3.95,16550,2011-08-23 10:03:00
0,23199,JUMBO BAG APPLES,-10,"8/23/2011,10:3",2.08,12530,2011-08-23 10:03:00
0,90070,RUBY GLASS CLUSTER BRACELET,-3,"8/23/2011,10:3",5.95,12530,2011-08-23 10:03:00
0,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",-1,"8/23/2011,10:4",4.95,12428,2011-08-23 10:04:00
0,22946,WOODEN ADVENT CALENDAR CREAM,-1,"8/23/2011,10:5",9.99,14407,2011-08-23 10:05:00
0,23198,PANTRY MAGNETIC  SHOPPING LIST,-7,"8/23/2011,11:0",1.45,12456,2011-08-23 11:00:00
0,23196,VINTAGE LEAF MAGNETIC NOTEPAD,-8,"8/23/2011,11:0",1.45,12456,2011-08-23 11:00:00
0,22551,PLASTERS IN TIN SPACEBOY,-1,"8/23/2011,11:0",1.65,12456,2011-08-23 11:00:00
0,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,-1,"8/23/2011,11:0",3.75,12456,2011-08-23 11:00:00
