InvoiceNo,StockCode,Description,Quantity,CustomerID
0,22568,FELTCRAFT CUSHION OWL,-4,14426
0,22464,HANGING METAL HEART LANTERN,-12,14426
0,22456,NATURAL SLATE CHALKBOARD LARGE ,-3,14426
0,22435,SET OF 9 HEART SHAPED BALLOONS,-12,14426
0,22318,FIVE HEART HANGING DECORATION,-6,14426
0,22151,PLACE SETTING WHITE HEART,-24,14426
0,22150,3 STRIPEY MICE FELTCRAFT,-6,14426
0,22147,FELTCRAFT BUTTERFLY HEARTS,-14,14426
0,22132,RED LOVE HEART SHAPE CUP,-12,14426
0,22082,RIBBON REEL STRIPES DESIGN ,-10,14426
0,22079,RIBBON REEL HEARTS DESIGN ,-10,14426
0,22031,BOTANICAL LAVENDER BIRTHDAY CARD,-12,14426
0,22026,BANQUET BIRTHDAY  CARD  ,-12,14426
0,22025,RING OF ROSES BIRTHDAY CARD,-12,14426
0,22024,RAINY LADIES BIRTHDAY CARD,-12,14426
0,22023,EMPIRE BIRTHDAY CARD,-12,14426
0,21977,PACK OF 60 PINK PAISLEY CAKE CASES,-24,14426
0,21733,RED HANGING HEART T-LIGHT HOLDER,-6,14426
0,21507,"ELEPHANT, BIRTHDAY CARD, ",-12,14426
0,21506,"FANCY FONT BIRTHDAY CARD, ",-12,14426
0,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,-4,14426
0,21232,STRAWBERRY CERAMIC TRINKET BOX,-12,14426
0,21212,PACK OF 72 RETROSPOT CAKE CASES,-24,14426
559943,21578,?,-251,0
0,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-32,16701
0,21868,POTTING SHED TEA MUG,-36,16701
0,22699,ROSES REGENCY TEACUP AND SAUCER ,-2,0
0,84952B,BLACK LOVE BIRD T-LIGHT HOLDER,-3,14562
0,23147,SINGLE ANTIQUE ROSE HOOK IVORY,-7,17696
0,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-3,17696
0,21534,DAIRY MAID LARGE MILK JUG,-2,17696
0,21258,VICTORIAN SEWING BOX LARGE,-2,17696
0,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-1,17696
0,23169,CLASSIC GLASS COOKIE JAR,-3,13815
0,23301,GARDENERS KNEELING PAD KEEP CALM ,-6,14562
0,23300,GARDENERS KNEELING PAD CUP OF TEA ,-6,14562
0,22918,HERB MARKER PARSLEY,-12,14562
0,22920,HERB MARKER BASIL,-12,14562
0,22916,HERB MARKER THYME,-12,14562
0,22919,HERB MARKER MINT,-12,14562
0,22917,HERB MARKER ROSEMARY,-12,14562
0,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-5,14562
0,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-6,14562
0,23313,VINTAGE CHRISTMAS BUNTING,-8,14562
0,22921,HERB MARKER CHIVES ,-12,14562
0,85066,CREAM SWEETHEART MINI CHEST,-1,14562
0,23082,SET 6 PAPER TABLE LANTERN HEARTS ,-12,14562
0,23083,SET 6 PAPER TABLE LANTERN STARS ,-12,14562
0,22487,WHITE WOOD GARDEN PLANT LADDER,-2,14562
560037,22242,,-34,0
560039,20713,wrongly marked. 23343 in box,-3100,0
0,21704,BAG 250g SWIRLY MARBLES,-2,16656
0,22776,SWEETHEART CAKESTAND 3 TIER,-2,14258
0,84692,BOX OF 24 COCKTAIL PARASOLS,-1,16779
0,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,16779
0,71053,WHITE METAL LANTERN,-2,16779
0,23092,LARGE ANTIQUE WHITE PHOTO FRAME,-1,17049
560091,44236,,-10,0
0,84692,BOX OF 24 COCKTAIL PARASOLS,-5,16779
560110,21673,,-40,0
560111,84874B,,-3,0
560112,21683,,-38,0
560113,21865,,-40,0
560114,75172,,-35,0
0,21936,RED RETROSPOT PICNIC BAG,-2,16782
0,21326,AGED GLASS SILVER T-LIGHT HOLDER,-6,17440
0,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,-5,17440
0,20713,JUMBO BAG OWLS,-100,15769
0,23209,LUNCH BAG DOILEY PATTERN ,-1,17652
0,23202,JUMBO BAG VINTAGE LEAF,-10,17068
0,22978,PANTRY ROLLING PIN,-5,13013
560213,10123C,,-18,0
560214,16162L,,-54,0
560215,16162M,,-84,0
0,84012,MAGIC SHEEP WOOL GROWING FROM PAPER,-120,12451
0,22423,REGENCY CAKESTAND 3 TIER,-1,14572
0,22456,NATURAL SLATE CHALKBOARD LARGE ,-2,13408
0,22501,PICNIC BASKET WICKER LARGE,-1,14659
0,22501,PICNIC BASKET WICKER LARGE,-1,14659
0,22766,PHOTO FRAME CORNICE,-3,16398
0,84816,DANISH ROSE BEDSIDE CABINET,-1,16398
0,22197,POPCORN HOLDER,-7,16398
0,23198,PANTRY MAGNETIC  SHOPPING LIST,-1,14159
0,22927,GREEN GIANT GARDEN THERMOMETER,-2,15527
0,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,15527
0,22374,AIRLINE BAG VINTAGE JET SET RED,-1,17841
0,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,-1,17841
0,22981,PANTRY APPLE CORER,-1,17841
0,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,17706
0,22891,TEA FOR ONE POLKADOT,-1,17706
0,23284,DOORMAT KEEP CALM AND COME IN,-1,14390
0,23080,RED METAL BOX TOP SECRET,-1,14390
0,22698,PINK REGENCY TEACUP AND SAUCER,-1,12930
0,22698,PINK REGENCY TEACUP AND SAUCER,-1,12930
0,22892,SET OF SALT AND PEPPER TOADSTOOLS,-24,15125
0,22846,BREAD BIN DINER STYLE RED ,-2,15125
0,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,-96,18087
0,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,-96,18087
0,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,-96,18087
0,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-6,16717
0,84949,SILVER HANGING T-LIGHT HOLDER,-6,16717
0,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-16,16717
0,84078A,SET/4 WHITE RETRO STORAGE CUBES ,-1,16717
0,82494L,WOODEN FRAME ANTIQUE WHITE ,-6,16717
0,82486,WOOD S/3 CABINET ANT WHITE FINISH,-4,16717
0,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-4,16717
0,82482,WOODEN PICTURE FRAME WHITE FINISH,-6,16717
0,71459,HANGING JAM JAR T-LIGHT HOLDER,-12,16717
0,48184,DOORMAT ENGLISH ROSE ,-2,16717
0,48138,DOORMAT UNION FLAG,-2,16717
0,23233,WRAP POPPIES  DESIGN,-25,16717
0,23232,WRAP VINTAGE LEAF DESIGN,-25,16717
0,23075,PARLOUR CERAMIC WALL HOOK,-4,16717
0,22986,WRAP GINGHAM ROSE ,-25,16717
0,22897,OVEN MITT APPLES DESIGN,-10,16717
0,22798,ANTIQUE GLASS DRESSING TABLE POT,-8,16717
0,22794,SWEETHEART WIRE MAGAZINE RACK,-2,16717
0,22784,LANTERN CREAM GAZEBO ,-3,16717
0,22776,SWEETHEART CAKESTAND 3 TIER,-2,16717
0,22704,WRAP RED APPLES ,-25,16717
0,22675,FRENCH KITCHEN SIGN BLUE METAL,-12,16717
0,22672,FRENCH BATHROOM SIGN BLUE METAL,-12,16717
0,22485,SET OF 2 WOODEN MARKET CRATES,-2,16717
0,21755,LOVE BUILDING BLOCK WORD,-3,16717
0,21749,LARGE RED RETROSPOT WINDMILL,-6,16717
0,21746,SMALL RED RETROSPOT WINDMILL,-12,16717
0,21523,DOORMAT FANCY FONT HOME SWEET HOME,-2,16717
0,20718,RED RETROSPOT SHOPPER BAG,-10,16717
0,20717,STRAWBERRY SHOPPER BAG,-10,16717
0,15036,ASSORTED COLOURS SILK FAN,-24,16717
560423,16169K,,-25,0
560424,21503,,-84,0
560425,81950B,,-23,0
560427,84629,,-2,0
560428,21634,,-169,0
560440,84029E,,-1,0
0,21429,RED GINGHAM ROSE JEWELLERY BOX,-2,12705
0,22197,POPCORN HOLDER,-4,16401
0,20725,LUNCH BAG RED RETROSPOT,-2,16401
0,22493,PAINT YOUR OWN CANVAS SET,-2,16488
0,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,-2,16488
0,85099B,JUMBO BAG RED RETROSPOT,-1,12415
0,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,-1,12415
0,23306,SET OF 36 DOILIES PANTRY DESIGN,-1,12415
0,23297,SET 40 HEART SHAPE PETIT FOUR CASES,-2,12415
0,23296,SET OF 6 TEA TIME BAKING CASES,-2,12415
0,23295,SET OF 12 MINI LOAF BAKING CASES,-2,12415
0,23294,SET OF 6 SNACK LOAF BAKING CASES,-2,12415
0,23293,SET OF 12 FAIRY CAKE BAKING CASES,-2,12415
0,23291,DOLLY GIRL CHILDRENS CUP,-1,12415
0,23256,CHILDRENS CUTLERY SPACEBOY ,-1,12415
0,23255,CHILDRENS CUTLERY CIRCUS PARADE,-1,12415
0,23254,CHILDRENS CUTLERY DOLLY GIRL ,-1,12415
0,23245,SET OF 3 REGENCY CAKE TINS,-1,12415
0,23244,ROUND STORAGE TIN VINTAGE LEAF,-1,12415
0,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,12415
0,23242,TREASURE TIN BUFFALO BILL ,-1,12415
0,23241,TREASURE TIN GYMKHANA DESIGN,-1,12415
0,23240,SET OF 4 KNICK KNACK TINS DOILEY ,-1,12415
0,23237,SET OF 4 KNICK KNACK TINS LEAF,-1,12415
0,23236,DOILEY STORAGE TIN,-1,12415
0,23235,STORAGE TIN VINTAGE LEAF,-1,12415
0,23232,WRAP VINTAGE LEAF DESIGN,-1,12415
0,23229,VINTAGE DONKEY TAIL GAME ,-1,12415
0,23209,LUNCH BAG DOILEY PATTERN ,-1,12415
0,23207,LUNCH BAG ALPHABET DESIGN,-1,12415
0,23206,LUNCH BAG APPLE DESIGN,-1,12415
0,23203,JUMBO BAG DOILEY PATTERNS,-1,12415
0,23201,JUMBO BAG ALPHABET,-1,12415
0,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,-1,12415
0,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,-1,12415
0,23174,REGENCY SUGAR BOWL GREEN,-1,12415
0,23167,SMALL CERAMIC TOP STORAGE JAR ,-1,12415
0,23166,MEDIUM CERAMIC TOP STORAGE JAR,-1,12415
0,23165,LARGE CERAMIC TOP STORAGE JAR,-1,12415
0,23159,SET OF 5 PANCAKE DAY MAGNETS,-1,12415
0,23154,SET OF 4 JAM JAR MAGNETS,-1,12415
0,23108,SET OF 10 LED DOLLY LIGHTS,-1,12415
0,22973,CHILDREN'S CIRCUS PARADE MUG,-1,12415
0,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,12415
0,22546,MINI JIGSAW PURDEY,-1,12415
0,22545,MINI JIGSAW BUNNIES,-1,12415
0,22492,MINI PAINT SET VINTAGE ,-36,12415
0,22150,3 STRIPEY MICE FELTCRAFT,-1,12415
0,22147,FELTCRAFT BUTTERFLY HEARTS,-1,12415
0,22138,BAKING SET 9 PIECE RETROSPOT ,-1,12415
0,21974,SET OF 36 PAISLEY FLOWER DOILIES,-1,12415
0,21936,RED RETROSPOT PICNIC BAG,-1,12415
0,21933,PINK VINTAGE PAISLEY PICNIC BAG,-1,12415
0,21929,JUMBO BAG PINK VINTAGE PAISLEY,-1,12415
0,21917,SET 12 KIDS  WHITE CHALK STICKS,-1,12415
0,21843,RED RETROSPOT CAKE STAND,-1,12415
0,21503,TOYBOX  WRAP ,-1,12415
0,21210,SET OF 72 RETROSPOT PAPER  DOILIES,-1,12415
0,20979,36 PENCILS TUBE RED RETROSPOT,-1,12415
0,20725,LUNCH BAG RED RETROSPOT,-1,12415
0,23292,SPACEBOY CHILDRENS CUP,-1,12415
0,21918,SET 12 KIDS COLOUR  CHALK STICKS,-1,12415
0,85103,SILVER T-LIGHT SETTING,-37,12971
0,84949,SILVER HANGING T-LIGHT HOLDER,-5,13089
0,23171,REGENCY TEA PLATE GREEN ,-1,13089
0,22360,GLASS JAR ENGLISH CONFECTIONERY,-2,13089
0,22364,GLASS JAR DIGESTIVE BISCUITS,-4,13089
0,23170,REGENCY TEA PLATE ROSES ,-2,12921
0,21314,SMALL GLASS HEART TRINKET POT,-3,16145
0,21067,VINTAGE RED TEATIME MUG,-3,16145
0,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,16145
0,22423,REGENCY CAKESTAND 3 TIER,-1,17738
0,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,17738
0,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-1,17651
0,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-3,17651
0,23173,REGENCY TEAPOT ROSES ,-1,14911
0,23174,REGENCY SUGAR BOWL GREEN,-2,14911
0,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,12468
0,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,-1,12468
560583,17096,,-7,0
0,22179,SET 10 NIGHT OWL LIGHTS,-21,13941
0,23089,GLASS BON BON JAR,-2,13767
0,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,13767
0,85132C,CHARLIE AND LOLA FIGURES TINS,-2,15249
0,23031,DRAWER KNOB CRACKLE GLAZE PINK,-1,15249
0,23029,DRAWER KNOB CRACKLE GLAZE GREEN,-1,15249
0,21868,POTTING SHED TEA MUG,-11,15249
0,20982,12 PENCILS TALL TUBE SKULLS,-2,15249
560600,18007,,-2834,0
0,15056P,EDWARDIAN PARASOL PINK,-1,16271
0,22461,SAVOY ART DECO CLOCK,-1,17866
0,84857B,BLUE MONTE CARLO HANDBAG,-2,17581
0,21845,DAIRY MAID STRIPE MUG,-4,17581
0,21530,DAIRY MAID TOASTRACK,-8,17581
0,23202,JUMBO BAG VINTAGE LEAF,-1,16393
0,23206,LUNCH BAG APPLE DESIGN,-1,16393
0,23026,DRAWER KNOB VINTAGE GLASS STAR,-2,16255
0,23147,SINGLE ANTIQUE ROSE HOOK IVORY,-1,16255
0,22156,HEART DECORATION WITH PEARLS ,-27,14606
0,22998,TRAVEL CARD WALLET KEEP CALM,-1,14606
0,15039,SANDALWOOD FAN,-4,13217
560717,84576,damaged,-3,0
560719,84877A,,-21,0
560722,16049,,-31,0
560730,84797B,,-2,0
0,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-360,15298
0,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-360,16013
560737,84798B,,-109,0
0,22842,BISCUIT TIN VINTAGE RED,-1,17811
0,22197,POPCORN HOLDER,-1,17811
560830,81953B,,-6,0
560831,81950V,,-1,0
0,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,13488
0,22742,MAKE YOUR OWN PLAYTIME CARD KIT,-2,14410
0,23177,TREASURE ISLAND BOOK BOX,-2,14410
0,23193,BUFFALO BILL TREASURE BOOK BOX,-2,14410
0,23176,ABC TREASURE BOOK BOX ,-1,14410
0,21248,DOOR HANGER  MUM + DADS ROOM,-1,14410
0,21623,VINTAGE UNION JACK MEMOBOARD,-1,14410
0,47591D,PINK FAIRY CAKE CHILDRENS APRON,-1,14410
0,22367,CHILDRENS APRON SPACEBOY DESIGN,-1,14410
0,22367,CHILDRENS APRON SPACEBOY DESIGN,-1,14410
0,22899,CHILDREN'S APRON DOLLY GIRL ,-1,14410
0,21156,RETROSPOT CHILDRENS APRON,-1,14410
0,22968,ROSE COTTAGE KEEPSAKE BOX ,-1,14410
0,21205,MULTICOLOUR 3D BALLS GARLAND,-1,14410
0,21205,MULTICOLOUR 3D BALLS GARLAND,-2,14410
0,21206,STRAWBERRY HONEYCOMB  GARLAND ,-2,14410
0,21209,MULTICOLOUR HONEYCOMB FAN,-2,14410
0,23178,JAM CLOCK MAGNET,-1,14410
0,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,-2,14410
0,47504H,ENGLISH ROSE SPIRIT LEVEL ,-4,14410
0,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,14410
0,23194,GYMKHANA TREASURE BOOK BOX,-2,14410
0,22811,SET OF 6 T-LIGHTS CACTI ,-1,14410
0,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,-5,14410
0,20934,SET/3 POT PLANT CANDLES,-6,14410
0,21875,KINGS CHOICE MUG,-1,14410
0,21874,GIN AND TONIC MUG,-3,14410
0,21873,IF YOU CAN'T STAND THE HEAT MUG,-4,14410
0,21872,GLAMOROUS  MUG,-4,14410
0,21877,HOME SWEET HOME MUG,-5,14410
0,21871,SAVE THE PLANET MUG,-5,14410
0,22241,GARLAND WOODEN HAPPY EASTER,-2,14410
0,21456,2 PICTURE BOOK EGGS EASTER CHICKS,-1,14410
0,22262,FELT EGG COSY CHICKEN,-4,14410
0,22260,FELT EGG COSY BLUE RABBIT ,-4,14410
0,22261,FELT EGG COSY WHITE RABBIT ,-4,14410
0,84452,METAL RABBIT LADDER EASTER ,-4,14410
0,85188A,GREEN METAL SWINGING BUNNY,-3,14410
0,85186C,BUNNY EGG GARLAND,-20,14410
0,22859,EASTER TIN BUNNY BOUQUET,-12,14410
0,22858,EASTER TIN KEEPSAKE,-6,14410
0,22860,EASTER TIN CHICKS PINK DAISY,-9,14410
0,22847,BREAD BIN DINER STYLE IVORY,-1,13668
0,35921,EASTER BUNNY HANGING GARLAND,-1,14410
0,22325,MOBILE VINTAGE HEARTS ,-1,14410
0,47563A,RETRO LONGBOARD IRONING BOARD COVER,-4,14410
0,22444,GROW YOUR OWN PLANT IN A CAN ,-28,14410
560867,21891,,-21,0
0,23176,ABC TREASURE BOOK BOX ,-3,17677
0,23194,GYMKHANA TREASURE BOOK BOX,-3,17677
0,23064,CINDERELLA CHANDELIER ,-1,16859
0,22977,DOLLY GIRL CHILDRENS EGG CUP,-1,15152
0,22666,RECIPE BOX PANTRY YELLOW DESIGN,-3,15152
0,85066,CREAM SWEETHEART MINI CHEST,-1,12722
0,22797,CHEST OF DRAWERS GINGHAM HEART ,-2,12722
0,84978,HANGING HEART JAR T-LIGHT HOLDER,-24,15260
0,22508,DOORSTOP RETROSPOT HEART,-4,17593
0,37340,MULTICOLOUR SPRING FLOWER MUG,-2,17593
0,22178,VICTORIAN GLASS HANGING T-LIGHT,-75,18198
0,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,-3,13468
0,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,-3,16875
0,20725,LUNCH BAG RED RETROSPOT,-1,13590
0,84997C,CHILDRENS CUTLERY POLKADOT BLUE,-1,13590
0,21539,RED RETROSPOT BUTTER DISH,-1,14733
0,22461,SAVOY ART DECO CLOCK,-5,14733
0,23252,VINTAGE RED ENAMEL TRIM JUG ,-4,14400
560923,22777,,-14,0
0,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,15005
0,85024C,PINK SMALL JEWELLED PHOTOFRAME,-1,15005
0,85025C,PINK HEART SHAPE PHOTO FRAME,-1,15005
560939,84907,,-3,0
560940,72127,,-53,0
560941,85230E,,-178,0
0,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,-1,16859
0,22629,SPACEBOY LUNCH BOX ,-6,14056
0,23283,DOORMAT VINTAGE LEAF,-1,13098
0,20725,LUNCH BAG RED RETROSPOT,-1,13098
0,21535,RED RETROSPOT SMALL MILK JUG,-1,16705
0,22847,BREAD BIN DINER STYLE IVORY,-1,16705
0,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,16705
0,22400,MAGNETS PACK OF 4 HOME SWEET HOME,-1,14056
0,23092,LARGE ANTIQUE WHITE PHOTO FRAME,-2,13050
0,23167,SMALL CERAMIC TOP STORAGE JAR ,-3,14916
0,23165,LARGE CERAMIC TOP STORAGE JAR,-1,14916
0,21205,MULTICOLOUR 3D BALLS GARLAND,-12,15187
0,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,-1,15708
0,21380,WOODEN HAPPY BIRTHDAY GARLAND,-1,15708
0,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-1,15708
0,21035,SET/2 RED RETROSPOT TEA TOWELS ,-100,13802
0,20725,LUNCH BAG RED RETROSPOT,-100,13802
0,47599B,BLUE PARTY BAGS ,-50,13802
0,21906,PHARMACIE FIRST AID TIN,-1,13097
0,23302,KNEELING MAT HOUSEWORK  DESIGN,-24,16570
0,22983,CARD BILLBOARD FONT,-121,13230
561086,15036,,-530,0
561103,85103,stock creditted wrongly,-32,0
0,22666,RECIPE BOX PANTRY YELLOW DESIGN,-3,12576
561107,84763,,-5,0
561108,46775D,,-7,0
561110,85087,,-16,0
0,23263,SET OF 3 WOODEN HEART DECORATIONS,-10,17841
0,20728,LUNCH BAG CARS BLUE,-1,15544
0,21735,TWO DOOR CURIO CABINET,-1,17175
0,84978,HANGING HEART JAR T-LIGHT HOLDER,-36,12431
0,22796,PHOTO FRAME 3 CLASSIC HANGING,-2,17096
0,22784,LANTERN CREAM GAZEBO ,-1,17096
0,23031,DRAWER KNOB CRACKLE GLAZE PINK,-1,14329
0,85053,FRENCH ENAMEL CANDLEHOLDER,-4,16133
0,22429,ENAMEL MEASURING JUG CREAM,-1,16133
0,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,16133
0,85211,S/4 GROOVY CAT MAGNETS,-2,17422
0,22251,BIRDHOUSE DECORATION MAGIC GARDEN,-3,17422
0,22232,JIGSAW TOADSTOOLS 3 PIECE,-16,17422
0,22231,JIGSAW TREE WITH BIRDHOUSE,-1,17422
0,21382,SET/4 SPRING FLOWER DECORATION,-8,17422
0,21279,VINTAGE KITCHEN PRINT FRUITS,-3,17422
0,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,13327
0,22727,ALARM CLOCK BAKELIKE RED ,-1,13767
0,21313,GLASS HEART T-LIGHT HOLDER ,-1,13767
0,21314,SMALL GLASS HEART TRINKET POT,-1,13767
0,23198,PANTRY MAGNETIC  SHOPPING LIST,-6,13050
0,22382,LUNCH BAG SPACEBOY DESIGN ,-1,17675
0,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,17675
0,22427,ENAMEL FLOWER JUG CREAM,-1,0
0,22426,ENAMEL WASH BOWL CREAM,-1,0
0,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-4,0
0,84949,SILVER HANGING T-LIGHT HOLDER,-1,17677
0,22609,PENS ASSORTED SPACEBALL,-36,15106
561326,21294,damaged,-227,0
0,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,12471
0,22423,REGENCY CAKESTAND 3 TIER,-3,12471
561354,21792,,-8,0
0,20977,36 PENCILS TUBE WOODLAND,-32,12626
0,22303,COFFEE MUG APPLES DESIGN,-1,12626
0,22634,CHILDS BREAKFAST SET SPACEBOY ,-8,12626
561362,84415A,,-11,0
561364,84415B,,-4,0
0,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-1,17693
0,23061,VINTAGE EMBOSSED HEART,-3,13668
0,22624,IVORY KITCHEN SCALES,-1,17693
0,21179,NO JUNK MAIL METAL SIGN,-12,15289
561475,84584,,-3,0
561476,21839,,-36,0
561478,20954,,-2,0
561479,21594,,-1,0
561480,21858,,-12,0
561481,20684,,-27,0
561482,21432,,-2,0
561484,77081,,-39,0
561486,21765,,-2,0
561487,22168,,-1,0
561489,84905,,-2,0
561491,21781,,-2,0
561492,22528,,-1,0
561493,84761,,-11,0
561494,18097A,,-23,0
561496,17090D,,-10,0
561498,21610,,-14,0
561500,85040B,,-1,0
561501,21278,,-1,0
561503,22194,,-4,0
561504,21361,,-7,0
561505,84925D,,-12,0
561506,72051S,,-1,0
0,22729,ALARM CLOCK BAKELIKE ORANGE,-1,14534
561523,20973,,-45,0
561524,16020C,,-2,0
561525,84466,,-1,0
561526,21051,,-2,0
561527,20666,,-5,0
561536,84927E,,-2,0
561538,84927D,,-1,0
561539,79026B,,-1,0
561540,84279B,,-1,0
561541,21658,,-1,0
561543,22202,,-1,0
561553,21392,,-29,0
561555,37477B,,-11,0
561557,37477C,,-31,0
0,23110,PARISIENNE KEY CABINET ,-2,14243
0,22843,BISCUIT TIN VINTAGE GREEN,-1,17649
0,15056N,EDWARDIAN PARASOL NATURAL,-2,15781
0,22457,NATURAL SLATE HEART CHALKBOARD ,-1,16133
0,22960,JAM MAKING SET WITH JARS,-1,16133
0,23249,VINTAGE RED ENAMEL TRIM PLATE,-1,16133
0,23251,VINTAGE RED ENAMEL TRIM MUG ,-3,16133
0,84968A,SET OF 16 VINTAGE ROSE CUTLERY,-2,18268
0,22768,FAMILY PHOTO FRAME CORNICE,-1,15708
0,21090,SET/6 COLLAGE PAPER PLATES,-12,17671
0,22430,ENAMEL WATERING CAN CREAM,-4,17671
0,23252,VINTAGE RED ENAMEL TRIM JUG ,-16,17671
0,23251,VINTAGE RED ENAMEL TRIM MUG ,-24,17671
0,23250,VINTAGE RED TRIM ENAMEL BOWL ,-24,17671
0,23249,VINTAGE RED ENAMEL TRIM PLATE,-24,17671
0,23245,SET OF 3 REGENCY CAKE TINS,-3,16558
0,22464,HANGING METAL HEART LANTERN,-1,16558
0,22231,JIGSAW TREE WITH BIRDHOUSE,-4,16558
0,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-1,13109
0,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-3,18223
0,21314,SMALL GLASS HEART TRINKET POT,-1,13420
0,23296,SET OF 6 TEA TIME BAKING CASES,-4,15827
0,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-1,15827
0,22423,REGENCY CAKESTAND 3 TIER,-1,15827
561609,47589,,-1,0
0,21232,STRAWBERRY CERAMIC TRINKET BOX,-2,17054
0,22892,SET OF SALT AND PEPPER TOADSTOOLS,-1,14194
0,21623,VINTAGE UNION JACK MEMOBOARD,-1,14194
0,22780,LIGHT GARLAND BUTTERFILES PINK,-4,14194
0,23170,REGENCY TEA PLATE ROSES ,-2,13408
0,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,15845
0,85066,CREAM SWEETHEART MINI CHEST,-1,12722
0,22797,CHEST OF DRAWERS GINGHAM HEART ,-2,12722
0,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-2,16572
0,23194,GYMKHANA TREASURE BOOK BOX,-5,17677
0,23176,ABC TREASURE BOOK BOX ,-5,17677
561639,84799,,-346,0
561640,84802B,,-125,0
0,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,-48,15746
561663,22501,incorrectly put back into stock,-108,0
561668,44091A,,-2,0
0,84968A,SET OF 16 VINTAGE ROSE CUTLERY,-2,15370
0,21257,VICTORIAN SEWING BOX MEDIUM,-7,13631
0,22423,REGENCY CAKESTAND 3 TIER,-1,13136
0,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-1,13136
0,23111,PARISIENNE SEWING BOX,-1,12709
0,20685,DOORMAT RED RETROSPOT,-1,12709
0,21658,GLASS  BEURRE DISH,-1,12709
0,22504,CABIN BAG VINTAGE RETROSPOT,-2,12709
0,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,-1,17841
0,82580,BATHROOM METAL SIGN,-2,17841
0,82581,TOILET METAL SIGN,-1,17841
0,22461,SAVOY ART DECO CLOCK,-3,14414
561805,23284,,-15,0
0,15056B,EDWARDIAN PARASOL BLACK,-120,14145
0,85061W,WHITE JEWELLED HEART DECORATION,-5,15532
561918,85127,,-6,0
561919,85017B,,-188,0
561920,84352,Damages/samples,-52,0
561921,22044,,-240,0
561924,22042,,-197,0
561927,22740,?,-1060,0
0,22371,AIRLINE BAG VINTAGE TOKYO 78,-1,0
0,21650,ASSORTED TUTTI FRUTTI BRACELET,-24,14738
0,23029,DRAWER KNOB CRACKLE GLAZE GREEN,-4,16774
0,22960,JAM MAKING SET WITH JARS,-2,17389
