CustomerID,ItemPurchased,ItemVariety,Revenue,TotalVisit,ItemPerVisit,RevenuePerVisit
14060,5374,86,6135.38,20,268.70,306.77
14062,5593,60,10464.85,12,466.08,872.07
14064,1350,59,1188.32,6,225.00,198.05
14066,45,7,144.27,1,45.00,144.27
14067,361,51,365.74,2,180.50,182.87
14068,73,22,265.85,1,73.00,265.85
14071,900,271,1257.53,9,100.00,139.73
14073,128,13,139.54,2,64.00,69.77
14075,754,33,942.26,3,251.33,314.09
14076,81,43,115.51,1,81.00,115.51
14077,268,33,499.42,5,53.60,99.88
14078,310,46,1043.85,6,51.67,173.98
14079,301,12,363.18,1,301.00,363.18
14080,48,4,45.60,1,48.00,45.60
14081,593,126,893.51,3,197.67,297.84
14082,110,28,182.25,1,110.00,182.25
14083,732,162,1011.47,9,81.33,112.39
14085,3183,272,4400.69,19,167.53,231.62
14087,250,62,184.43,2,125.00,92.21
14088,12593,379,48616.53,14,899.50,3472.61
14089,134,13,161.00,1,134.00,161.00
14090,72,1,76.32,1,72.00,76.32
14092,2061,117,4053.18,15,137.40,270.21
14093,406,95,442.85,1,406.00,442.85
14096,16335,1121,50205.49,18,907.50,2789.19
14098,104,21,147.35,1,104.00,147.35
14099,2177,167,3070.95,12,181.42,255.91
14100,64,24,194.90,1,64.00,194.90
14101,6942,15,5976.79,6,1157.00,996.13
14102,938,35,1312.22,6,156.33,218.70
14104,72,21,117.32,2,36.00,58.66
14105,798,74,1249.29,2,399.00,624.65
14107,1788,61,2673.60,8,223.50,334.20
14108,380,33,587.50,3,126.67,195.83
14109,56,9,80.20,2,28.00,40.10
14110,2455,94,5669.65,13,188.85,436.13
14111,457,10,683.59,5,91.40,136.72
14112,1608,117,2768.19,8,201.00,346.02
14113,635,26,1372.90,5,127.00,274.58
14114,101,15,315.01,2,50.50,157.51
14116,707,61,1369.69,5,141.40,273.94
14117,72,3,90.00,1,72.00,90.00
14119,-2,1,-19.90,1,-2.00,-19.90
14121,2078,148,2718.63,5,415.60,543.73
14124,1618,4,419.58,1,1618.00,419.58
14125,1640,159,2690.11,3,546.67,896.70
14126,458,14,633.66,4,114.50,158.42
14127,321,39,709.71,3,107.00,236.57
14128,564,40,634.99,2,282.00,317.50
14129,592,31,1123.86,5,118.40,224.77
14130,258,66,478.90,1,258.00,478.90
14132,3366,100,3572.29,12,280.50,297.69
14133,342,26,564.38,4,85.50,141.09
14135,3850,95,4690.31,15,256.67,312.69
14138,610,40,982.38,2,305.00,491.19
14139,510,26,411.90,1,510.00,411.90
14140,809,60,917.29,3,269.67,305.76
14141,337,28,876.27,5,67.40,175.25
14142,313,22,311.81,1,313.00,311.81
14143,30,7,115.80,1,30.00,115.80
14145,636,6,3148.20,5,127.20,629.64
14146,1886,183,2888.49,6,314.33,481.42
14147,96,4,468.40,3,32.00,156.13
14148,16,3,129.60,1,16.00,129.60
14149,129,28,259.43,2,64.50,129.72
14150,496,23,658.64,2,248.00,329.32
14152,699,47,611.09,3,233.00,203.70
14154,465,52,1060.29,2,232.50,530.15
14155,25,6,118.75,1,25.00,118.75
14156,57025,716,110627.11,56,1018.30,1975.48
14157,273,45,400.43,3,91.00,133.48
14158,781,41,507.66,1,781.00,507.66
14159,4395,501,4660.30,12,366.25,388.36
14161,455,87,1099.63,3,151.67,366.54
14162,142,25,283.84,2,71.00,141.92
14163,893,36,2342.31,4,223.25,585.58
14164,1033,28,1631.77,2,516.50,815.89
14165,54,23,119.78,1,54.00,119.78
14167,150,27,574.84,4,37.50,143.71
14171,167,57,358.27,1,167.00,358.27
14173,150,28,437.22,4,37.50,109.31
14174,94,26,134.46,1,94.00,134.46
14175,1461,139,2998.18,4,365.25,749.55
14176,207,28,574.00,5,41.40,114.80
14177,204,37,545.47,5,40.80,109.09
14178,1505,191,1620.91,7,215.00,231.56
14179,330,135,714.26,2,165.00,357.13
14180,710,112,4080.92,26,27.31,156.96
14184,127,24,442.85,1,127.00,442.85
14185,6,3,42.64,1,6.00,42.64
14188,1145,34,2018.91,7,163.57,288.42
14189,3919,176,4604.31,16,244.94,287.77
14191,3657,146,4660.01,14,261.21,332.86
14193,445,35,853.39,2,222.50,426.70
14194,5783,269,11053.96,22,262.86,502.45
14195,702,7,951.66,3,234.00,317.22
14196,142,6,335.52,1,142.00,335.52
14198,280,35,650.78,5,56.00,130.16
14199,28,2,170.04,1,28.00,170.04
14201,578,32,688.04,8,72.25,86.01
14204,82,36,158.52,1,82.00,158.52
14205,99,35,218.78,3,33.00,72.93
14206,274,21,302.74,2,137.00,151.37
14208,114,10,151.74,1,114.00,151.74
14209,688,55,2019.77,7,98.29,288.54
14210,759,66,1885.17,7,108.43,269.31
14211,1232,87,2205.54,10,123.20,220.55
14212,1152,9,1070.48,1,1152.00,1070.48
14213,-244,5,-1192.20,1,-244.00,-1192.20
14214,748,64,980.79,6,124.67,163.46
14215,1354,98,1772.40,7,193.43,253.20
14216,594,47,1787.16,4,148.50,446.79
14217,677,78,1899.18,18,37.61,105.51
14218,160,12,169.48,1,160.00,169.48
14219,78,7,89.94,1,78.00,89.94
14220,272,21,632.40,2,136.00,316.20
14221,2190,123,3334.06,10,219.00,333.41
14222,607,41,683.17,1,607.00,683.17
14223,583,50,958.67,4,145.75,239.67
14224,514,105,987.96,4,128.50,246.99
14226,1301,64,2173.92,6,216.83,362.32
14227,1811,117,3305.79,11,164.64,300.53
14229,590,29,1426.00,4,147.50,356.50
14231,402,47,819.30,4,100.50,204.83
14232,1937,81,2041.17,6,322.83,340.20
14233,671,30,1447.51,5,134.20,289.50
14234,963,122,775.46,4,240.75,193.87
14235,1947,65,3086.18,6,324.50,514.36
14236,310,15,490.86,2,155.00,245.43
14237,38,9,144.32,1,38.00,144.32
14238,111,8,146.85,1,111.00,146.85
14239,986,83,2301.30,12,82.17,191.78
14240,418,37,880.42,2,209.00,440.21
14241,146,10,213.70,1,146.00,213.70
14242,123,13,275.03,2,61.50,137.52
14243,1204,99,2513.00,11,109.45,228.45
14245,971,107,1667.00,3,323.67,555.67
14246,804,57,1468.54,3,268.00,489.51
14247,47,19,134.01,1,47.00,134.01
14248,102,8,302.58,1,102.00,302.58
14250,1200,94,1904.05,3,400.00,634.68
14251,1674,37,2879.70,5,334.80,575.94
14256,410,51,930.10,3,136.67,310.03
14257,1677,89,3055.79,6,279.50,509.30
14258,7098,58,12577.92,10,709.80,1257.79
14259,68,5,120.00,1,68.00,120.00
14261,406,52,1114.76,2,203.00,557.38
14262,1645,87,2618.23,8,205.63,327.28
14264,66,17,317.72,3,22.00,105.91
14265,330,31,488.14,2,165.00,244.07
14267,461,25,1226.13,4,115.25,306.53
14270,197,29,487.13,1,197.00,487.13
14271,88,10,112.32,1,88.00,112.32
14272,599,33,429.93,2,299.50,214.97
14273,264,22,559.97,4,66.00,139.99
14276,723,52,1019.39,4,180.75,254.85
14277,1624,195,3818.95,4,406.00,954.74
14280,52,8,128.52,1,52.00,128.52
14282,2668,70,3729.34,15,177.87,248.62
14284,157,24,570.17,3,52.33,190.06
14285,541,18,1869.35,4,135.25,467.34
14286,4306,220,4595.81,4,1076.50,1148.95
14287,236,10,151.23,4,59.00,37.81
14288,187,16,405.57,2,93.50,202.79
14289,292,33,900.22,6,48.67,150.04
14290,913,90,2272.47,6,152.17,378.74
14291,2748,145,3795.18,12,229.00,316.26
14292,1643,67,4742.77,10,164.30,474.28
14293,709,51,1046.56,4,177.25,261.64
14295,82,7,154.70,2,41.00,77.35
14297,861,49,1284.06,5,172.20,256.81
14298,58021,884,50655.56,45,1289.36,1125.68
14299,2013,94,2830.52,10,201.30,283.05
14300,32,3,43.20,1,32.00,43.20
14301,600,13,632.04,2,300.00,316.02
14304,54,25,191.14,2,27.00,95.57
14305,1069,96,1798.75,4,267.25,449.69
14306,1073,33,2037.94,3,357.67,679.31
14307,2058,150,2962.29,6,343.00,493.72
14309,1619,75,2281.04,10,161.90,228.10
14311,125,20,226.95,2,62.50,113.48
14312,1012,74,1583.64,6,168.67,263.94
14314,296,8,120.00,1,296.00,120.00
14315,1010,64,2404.62,7,144.29,343.52
14317,255,24,503.56,1,255.00,503.56
14320,239,29,343.11,3,79.67,114.37
14321,2406,111,1525.79,5,481.20,305.16
14323,340,32,563.22,3,113.33,187.74
14326,99,8,166.85,2,49.50,83.43
14327,139,12,311.65,1,139.00,311.65
14329,3075,218,4864.66,8,384.38,608.08
14331,252,27,462.66,2,126.00,231.33
14332,481,22,866.31,3,160.33,288.77
14333,52,15,336.39,2,26.00,168.20
14334,1730,98,2539.46,9,192.22,282.16
14335,379,55,468.26,2,189.50,234.13
14336,1759,77,1614.91,4,439.75,403.73
14338,329,30,537.66,3,109.67,179.22
14339,150,15,289.91,2,75.00,144.96
14340,58,6,134.70,1,58.00,134.70
14341,1401,109,2163.62,9,155.67,240.40
14342,337,19,574.59,5,67.40,114.92
14344,477,56,837.89,8,59.63,104.74
14345,50,6,108.98,1,50.00,108.98
14346,605,55,941.05,2,302.50,470.53
14348,183,18,409.57,1,183.00,409.57
14349,86,31,133.50,1,86.00,133.50
14350,166,19,258.70,2,83.00,129.35
14351,12,1,51.00,1,12.00,51.00
14352,538,44,1044.38,4,134.50,261.10
14353,64,6,90.60,1,64.00,90.60
14354,210,9,163.62,2,105.00,81.81
14355,92,11,174.40,1,92.00,174.40
14356,266,36,602.40,3,88.67,200.80
14357,148,39,225.77,1,148.00,225.77
14359,363,44,870.35,4,90.75,217.59
14360,1151,104,2062.59,4,287.75,515.65
14362,100,37,158.44,1,100.00,158.44
14364,1967,61,3714.59,8,245.88,464.32
14367,4410,270,9158.37,17,259.41,538.73
14368,36,8,145.08,1,36.00,145.08
14371,34,4,100.50,1,34.00,100.50
14373,17,4,56.07,1,17.00,56.07
14375,194,57,257.68,1,194.00,257.68
14377,219,11,581.13,2,109.50,290.57
14379,292,39,348.10,2,146.00,174.05
14381,146,56,202.68,1,146.00,202.68
14382,1237,121,620.11,1,1237.00,620.11
14383,817,49,1239.41,3,272.33,413.14
14385,159,13,202.11,3,53.00,67.37
14386,54,7,142.40,1,54.00,142.40
14387,819,125,1724.56,3,273.00,574.85
14388,1933,124,3142.52,9,214.78,349.17
14389,702,34,997.21,3,234.00,332.40
14390,2125,135,4562.51,10,212.50,456.25
14393,13,5,67.95,1,13.00,67.95
14395,1689,181,3469.15,10,168.90,346.92
14396,225,71,485.48,2,112.50,242.74
14397,1852,18,2556.68,20,92.60,127.83
14400,450,25,559.70,2,225.00,279.85
14401,4505,113,4037.47,14,321.79,288.39
14403,513,17,1349.03,5,102.60,269.81
14404,831,70,1400.16,7,118.71,200.02
14406,77,8,156.75,1,77.00,156.75
14407,1412,67,2005.83,7,201.71,286.55
14408,1616,60,2606.53,7,230.86,372.36
14409,1158,40,1882.29,7,165.43,268.90
14410,293,197,579.06,10,29.30,57.91
14411,196,14,983.64,1,196.00,983.64
14412,784,43,750.79,3,261.33,250.26
14413,68,22,122.70,1,68.00,122.70
14414,2509,79,1485.13,8,313.63,185.64
14415,2973,284,5774.72,14,212.36,412.48
14416,326,13,490.22,2,163.00,245.11
14418,1711,114,1906.47,3,570.33,635.49
14419,487,112,1058.06,6,81.17,176.34
14420,333,29,385.87,2,166.50,192.94
14421,365,25,813.11,2,182.50,406.56
14422,2906,189,4230.24,6,484.33,705.04
14423,120,3,265.20,1,120.00,265.20
14424,48,1,322.08,1,48.00,322.08
14426,2339,187,3820.56,11,212.64,347.32
14427,228,16,363.34,2,114.00,181.67
14428,428,108,1161.63,6,71.33,193.61
14431,122,17,389.48,2,61.00,194.74
14432,2070,256,2255.51,6,345.00,375.92
14434,368,3,1372.80,6,61.33,228.80
14436,129,9,86.55,1,129.00,86.55
14437,59,6,53.01,2,29.50,26.51
14438,82,9,131.90,1,82.00,131.90
14439,526,32,2570.68,1,526.00,2570.68
14440,588,33,2281.40,5,117.60,456.28
14441,430,45,1527.25,5,86.00,305.45
14442,475,59,1430.54,3,158.33,476.85
14443,931,86,1374.92,5,186.20,274.98
14446,933,233,1037.07,4,233.25,259.27
14447,571,54,1163.23,5,114.20,232.65
14448,104,20,375.35,2,52.00,187.68
14449,757,201,902.08,4,189.25,225.52
14450,241,32,483.25,3,80.33,161.08
14451,389,86,662.59,2,194.50,331.30
14452,119,55,257.48,2,59.50,128.74
14453,49,22,119.93,1,49.00,119.93
14456,2901,580,3034.58,10,290.10,303.46
14457,88,4,113.64,1,88.00,113.64
14459,760,37,1788.24,1,760.00,1788.24
14460,869,14,383.34,4,217.25,95.84
14461,766,173,2047.48,3,255.33,682.49
14462,932,151,1932.58,12,77.67,161.05
14463,179,6,509.25,3,59.67,169.75
14465,405,107,1050.90,3,135.00,350.30
14466,1006,35,2158.00,7,143.71,308.29
14467,278,67,588.84,4,69.50,147.21
14470,193,43,426.21,2,96.50,213.11
14472,1160,153,1872.36,8,145.00,234.05
14473,88,7,234.34,2,44.00,117.17
14474,139,29,514.47,2,69.50,257.24
14475,428,36,799.82,4,107.00,199.95
14476,132,17,215.70,1,132.00,215.70
14477,719,7,1307.81,5,143.80,261.56
14479,117,18,316.25,2,58.50,158.12
14480,143,13,279.05,1,143.00,279.05
14481,489,25,636.51,2,244.50,318.26
14482,1646,110,2055.97,6,274.33,342.66
14483,95,10,129.20,2,47.50,64.60
14484,210,14,321.92,1,210.00,321.92
14485,71,44,165.75,1,71.00,165.75
14487,734,112,1138.40,7,104.86,162.63
14488,793,46,1043.51,2,396.50,521.76
14489,299,30,463.38,1,299.00,463.38
14491,139,17,332.65,2,69.50,166.33
14493,1279,95,2321.43,6,213.17,386.91
14494,92,7,139.56,1,92.00,139.56
14495,62,6,123.80,2,31.00,61.90
14496,159,16,515.65,2,79.50,257.83
14497,233,29,449.19,2,116.50,224.59
14498,1098,162,1794.87,5,219.60,358.97
14499,501,146,815.32,3,167.00,271.77
14500,117,6,343.05,3,39.00,114.35
14501,119,9,190.31,3,39.67,63.44
14502,1483,369,2322.54,12,123.58,193.54
14503,2004,113,3504.86,6,334.00,584.14
14504,308,85,667.74,4,77.00,166.93
14505,2743,542,5723.84,9,304.78,635.98
14506,730,204,1999.74,5,146.00,399.95
14507,588,79,1330.86,7,84.00,190.12
14508,131,52,268.70,2,65.50,134.35
14511,772,53,1252.40,6,128.67,208.73
14512,122,19,245.36,2,61.00,122.68
14513,355,11,438.49,4,88.75,109.62
14514,589,65,1050.39,3,196.33,350.13
14515,1134,68,2092.13,6,189.00,348.69
14517,91,17,324.93,2,45.50,162.47
14518,278,16,167.41,1,278.00,167.41
14520,146,3,270.60,2,73.00,135.30
14522,525,15,974.54,4,131.25,243.64
14523,251,12,238.58,1,251.00,238.58
14524,676,161,1743.82,9,75.11,193.76
14525,2662,218,4131.84,10,266.20,413.18
14527,2049,331,7612.46,56,36.59,135.94
14528,278,18,364.22,1,278.00,364.22
14529,348,177,612.32,3,116.00,204.11
14530,1410,140,2884.74,6,235.00,480.79
14532,284,45,925.89,4,71.00,231.47
14533,2777,53,1812.62,8,347.13,226.58
14534,1925,334,4020.18,19,101.32,211.59
14535,1825,280,2830.05,4,456.25,707.51
14536,40,18,160.76,1,40.00,160.76
14537,120,10,355.56,1,120.00,355.56
14538,155,19,388.25,2,77.50,194.12
14539,428,31,537.48,2,214.00,268.74
14540,421,64,985.97,3,140.33,328.66
14541,647,71,1459.73,8,80.88,182.47
14542,19,5,103.25,1,19.00,103.25
14543,600,43,2832.21,17,35.29,166.60
14544,1543,97,2017.49,2,771.50,1008.75
14546,1287,255,2482.06,6,214.50,413.68
14547,2658,198,3880.16,9,295.33,431.13
14548,256,2,652.80,2,128.00,326.40
14549,136,56,286.48,1,136.00,286.48
14550,394,38,765.62,2,197.00,382.81
14551,106,9,178.20,2,53.00,89.10
14552,91,57,165.07,1,91.00,165.07
14553,493,103,685.50,5,98.60,137.10
14554,1478,147,2353.64,4,369.50,588.41
14555,130,18,324.14,2,65.00,162.07
14557,0,16,0.00,2,0.00,0.00
14560,1223,39,2143.34,23,53.17,93.19
14561,1014,67,1080.76,3,338.00,360.25
14562,1670,189,4555.02,19,87.89,239.74
14565,1532,111,2945.46,5,306.40,589.09
14566,800,4,1432.00,1,800.00,1432.00
14567,410,33,1491.34,3,136.67,497.11
14569,79,10,222.43,1,79.00,222.43
14570,95,29,218.06,2,47.50,109.03
14572,1425,191,2732.21,8,178.13,341.53
14573,538,127,1478.60,10,53.80,147.86
14576,12,1,35.40,1,12.00,35.40
14577,353,86,859.71,4,88.25,214.93
14578,240,24,168.63,1,240.00,168.63
14581,217,16,138.60,1,217.00,138.60
14582,73,6,114.11,1,73.00,114.11
14583,792,243,1044.77,5,158.40,208.95
14584,379,68,990.48,5,75.80,198.10
14585,91,29,157.05,1,91.00,157.05
14586,236,19,134.16,2,118.00,67.08
14587,759,170,1576.16,10,75.90,157.62
14589,5,3,39.75,1,5.00,39.75
14591,1297,138,1427.70,4,324.25,356.93
14592,415,132,565.50,3,138.33,188.50
14593,332,127,597.91,3,110.67,199.30
14594,185,48,379.83,2,92.50,189.91
14595,978,94,1733.69,6,163.00,288.95
14597,577,45,883.15,2,288.50,441.58
14598,189,49,221.97,1,189.00,221.97
14600,125,25,389.61,1,125.00,389.61
14601,168,7,213.96,1,168.00,213.96
14603,400,2,660.00,1,400.00,660.00
14606,5978,832,11223.65,94,63.60,119.40
14607,7998,38,11339.78,15,533.20,755.99
14608,437,8,1785.15,4,109.25,446.29
14609,7026,2,601.56,4,1756.50,150.39
14616,104,2,406.08,3,34.67,135.36
14618,261,11,528.57,4,65.25,132.14
14619,145,20,373.99,2,72.50,186.99
14620,188,26,393.28,3,62.67,131.09
14621,987,80,1736.60,6,164.50,289.43
14622,146,21,320.58,1,146.00,320.58
14623,417,108,863.83,6,69.50,143.97
14624,162,13,225.85,2,81.00,112.92
14625,330,52,845.72,3,110.00,281.91
14626,1387,108,2693.55,5,277.40,538.71
14627,-5,5,-21.85,1,-5.00,-21.85
14628,272,22,665.00,2,136.00,332.50
14629,376,133,897.84,3,125.33,299.28
14631,622,38,1006.98,3,207.33,335.66
14632,96,8,114.56,1,96.00,114.56
14633,96,20,344.90,1,96.00,344.90
14636,241,27,609.85,2,120.50,304.93
14638,166,16,438.58,1,166.00,438.58
14639,1428,138,2873.16,7,204.00,410.45
14640,829,87,1987.43,7,118.43,283.92
14641,90,7,110.46,1,90.00,110.46
14642,76,2,96.12,1,76.00,96.12
14643,755,30,668.61,3,251.67,222.87
14644,252,26,723.74,3,84.00,241.25
14645,381,28,545.05,2,190.50,272.53
14646,196719,703,276830.19,75,2622.92,3691.07
14647,95,24,243.22,1,95.00,243.22
14649,1018,148,1401.29,4,254.50,350.32
14651,344,95,633.72,2,172.00,316.86
14652,53,29,114.18,1,53.00,114.18
14653,950,154,1904.37,7,135.71,272.05
14655,1088,35,1925.19,5,217.60,385.04
14656,120,73,288.29,2,60.00,144.14
14657,465,103,827.39,5,93.00,165.48
14658,47,27,217.19,2,23.50,108.60
14659,1183,147,2445.49,10,118.30,244.55
14660,228,24,283.23,2,114.00,141.61
14661,35,4,100.99,1,35.00,100.99
14662,602,143,771.17,4,150.50,192.79
14664,466,78,637.89,2,233.00,318.95
14665,500,63,1230.54,6,83.33,205.09
14666,161,14,195.25,1,161.00,195.25
14667,5382,354,9144.41,26,207.00,351.71
14669,775,158,1250.55,3,258.33,416.85
14670,337,107,411.53,2,168.50,205.77
14672,454,58,762.79,2,227.00,381.40
14673,1004,39,1736.40,5,200.80,347.28
14675,341,93,601.99,1,341.00,601.99
14676,2498,30,2543.24,7,356.86,363.32
14679,-1,1,-2.55,1,-1.00,-2.55
14680,12474,83,26905.25,17,733.76,1582.66
14681,76,6,496.44,3,25.33,165.48
14682,80,1,52.00,2,40.00,26.00
14684,853,231,1231.32,5,170.60,246.26
14687,470,15,628.38,1,470.00,628.38
14688,3222,148,5092.37,22,146.45,231.47
14689,76,13,112.80,1,76.00,112.80
14690,163,42,358.61,3,54.33,119.54
14691,707,50,2093.75,5,141.40,418.75
14692,255,53,582.05,5,51.00,116.41
14693,34,8,145.30,1,34.00,145.30
14696,1626,117,2070.97,8,203.25,258.87
14697,181,22,188.61,2,90.50,94.30
14698,615,148,1236.00,5,123.00,247.20
14699,77,8,109.13,1,77.00,109.13
14700,1342,80,2224.26,3,447.33,741.42
14701,909,273,2154.35,10,90.90,215.43
14702,1444,196,3122.36,18,80.22,173.46
14703,183,22,318.17,1,183.00,318.17
14704,1082,288,1521.45,9,120.22,169.05
14705,100,1,179.00,1,100.00,179.00
14708,615,25,1096.67,4,153.75,274.17
14709,2482,71,4906.18,14,177.29,350.44
14710,378,124,606.13,4,94.50,151.53
14711,966,221,2222.99,12,80.50,185.25
14712,315,21,911.55,3,105.00,303.85
14713,1613,146,2641.66,12,134.42,220.14
14714,229,10,157.43,1,229.00,157.43
14715,521,60,857.91,4,130.25,214.48
14716,604,46,329.68,2,302.00,164.84
14719,1031,177,1590.22,6,171.83,265.04
14720,219,34,633.49,3,73.00,211.16
14722,120,28,187.92,1,120.00,187.92
14723,695,193,1148.58,6,115.83,191.43
14725,593,45,690.47,1,593.00,690.47
14727,62,10,205.94,1,62.00,205.94
14729,197,69,310.73,1,197.00,310.73
14730,1132,317,1943.90,8,141.50,242.99
14731,256,38,377.51,3,85.33,125.84
14732,1402,105,2677.86,9,155.78,297.54
14733,3725,102,9399.22,13,286.54,723.02
14735,2160,99,5802.68,33,65.45,175.84
14737,345,15,1164.55,3,115.00,388.18
14738,576,39,1289.94,8,72.00,161.24
14739,3817,47,3899.10,8,477.13,487.39
14740,729,85,1385.17,4,182.25,346.29
14741,841,35,1400.34,6,140.17,233.39
14744,625,21,1083.52,8,78.13,135.44
14745,1020,46,1167.16,6,170.00,194.53
14747,82,18,294.30,2,41.00,147.15
14748,1192,90,1311.79,6,198.67,218.63
14752,260,5,389.64,1,260.00,389.64
14753,211,30,563.15,1,211.00,563.15
14754,486,38,635.29,2,243.00,317.65
14755,2217,128,4929.76,12,184.75,410.81
14756,416,38,721.72,1,416.00,721.72
14757,160,19,415.48,1,160.00,415.48
14758,419,54,1386.96,4,104.75,346.74
14759,569,92,1586.99,3,189.67,529.00
14760,28,5,53.80,2,14.00,26.90
14761,118,11,255.90,2,59.00,127.95
14762,341,21,300.52,1,341.00,300.52
14764,175,6,250.55,2,87.50,125.28
14765,135,38,254.11,3,45.00,84.70
14766,1323,111,2427.21,7,189.00,346.74
14768,34,4,139.50,3,11.33,46.50
14769,7406,718,10535.70,9,822.89,1170.63
14770,490,49,859.86,2,245.00,429.93
14772,82,9,136.50,1,82.00,136.50
14775,1174,57,1011.90,3,391.33,337.30
14776,2688,44,2195.58,12,224.00,182.96
14777,-9,2,-17.45,1,-9.00,-17.45
14778,306,34,730.86,2,153.00,365.43
14779,84,40,293.87,3,28.00,97.96
14780,310,26,440.72,2,155.00,220.36
14782,114,6,200.10,1,114.00,200.10
14784,237,15,260.03,2,118.50,130.02
14785,84,2,77.40,2,42.00,38.70
14788,421,26,667.68,2,210.50,333.84
14789,116,6,197.64,1,116.00,197.64
14790,699,30,745.06,4,174.75,186.27
14792,0,2,0.00,2,0.00,0.00
14793,88,14,214.14,2,44.00,107.07
14794,669,68,1228.88,8,83.63,153.61
14795,17,6,131.45,1,17.00,131.45
14796,5942,403,7809.15,18,330.11,433.84
14798,150,11,173.74,3,50.00,57.91
14799,146,13,157.70,1,146.00,157.70
14800,3634,248,4161.45,13,279.54,320.11
14801,175,56,193.14,1,175.00,193.14
14803,370,35,826.47,3,123.33,275.49
14804,121,12,339.47,1,121.00,339.47
14805,115,30,554.65,4,28.75,138.66
14806,330,11,193.39,1,330.00,193.39
14808,2054,179,2182.02,9,228.22,242.45
14810,1016,106,2077.92,11,92.36,188.90
14813,67,25,155.43,2,33.50,77.71
14815,744,53,778.50,2,372.00,389.25
14816,5,4,41.83,1,5.00,41.83
14817,655,52,1030.32,2,327.50,515.16
14818,324,41,646.76,3,108.00,215.59
14819,109,13,261.03,2,54.50,130.52
14820,253,24,507.29,4,63.25,126.82
14821,20,2,48.80,1,20.00,48.80
14823,88,56,314.95,3,29.33,104.98
14824,525,19,1127.71,4,131.25,281.93
14825,991,82,2202.07,12,82.58,183.51
14828,2172,17,2139.76,3,724.00,713.25
14829,414,40,644.65,5,82.80,128.93
14830,169,39,197.13,1,169.00,197.13
14834,731,43,1692.83,7,104.43,241.83
14836,45,5,102.45,3,15.00,34.15
14837,1430,96,1641.20,5,286.00,328.24
14840,31,4,62.85,1,31.00,62.85
14841,1778,103,3279.20,6,296.33,546.53
14842,1146,128,2451.28,5,229.20,490.26
14844,1833,87,3173.25,4,458.25,793.31
14847,120,13,304.38,1,120.00,304.38
14849,5656,159,7864.08,26,217.54,302.46
14850,285,22,278.15,2,142.50,139.08
14851,325,28,511.35,2,162.50,255.67
14852,1747,96,2816.35,6,291.17,469.39
14853,81,8,435.09,3,27.00,145.03
14854,1822,110,2656.13,8,227.75,332.02
14855,267,13,645.65,2,133.50,322.83
14856,714,65,1236.42,3,238.00,412.14
14857,455,58,1144.13,3,151.67,381.38
14859,669,47,1322.48,5,133.80,264.50
14860,230,11,168.62,2,115.00,84.31
14861,117,6,125.79,1,117.00,125.79
14862,772,47,837.28,2,386.00,418.64
14863,132,11,266.76,1,132.00,266.76
14865,108,4,52.20,2,54.00,26.10
14866,6569,30,14168.98,13,505.31,1089.92
14867,327,32,695.81,4,81.75,173.95
14868,1399,96,2900.56,9,155.44,322.28
14869,549,66,712.48,3,183.00,237.49
14870,119,13,327.25,1,119.00,327.25
14871,185,68,522.38,4,46.25,130.59
14873,168,28,509.48,1,168.00,509.48
14875,554,47,1322.94,3,184.67,440.98
14878,802,62,1482.78,9,89.11,164.75
14880,373,45,698.67,3,124.33,232.89
14881,316,17,255.40,1,316.00,255.40
14882,158,6,589.70,2,79.00,294.85
14883,789,39,756.64,7,112.71,108.09
14885,724,15,765.32,1,724.00,765.32
14886,160,18,364.80,1,160.00,364.80
14887,1100,6,1862.00,1,1100.00,1862.00
14888,184,20,369.20,1,184.00,369.20
14889,90,10,135.90,1,90.00,135.90
14890,51,7,125.65,1,51.00,125.65
14891,505,30,554.38,2,252.50,277.19
14893,799,72,1214.61,2,399.50,607.31
14894,265,23,655.75,1,265.00,655.75
14895,4823,275,10737.69,21,229.67,511.32
14896,279,43,467.81,2,139.50,233.91
14897,468,43,1315.98,4,117.00,329.00
14898,1008,87,1177.76,7,144.00,168.25
14901,659,73,1359.60,10,65.90,135.96
14902,209,20,314.11,2,104.50,157.06
14903,1491,227,2698.73,6,248.50,449.79
14904,1985,66,1025.44,2,992.50,512.72
14905,274,14,599.90,3,91.33,199.97
14907,1686,125,3397.89,8,210.75,424.74
14908,132,9,277.80,1,132.00,277.80
14910,221,25,389.86,5,44.20,77.97
14911,77180,1794,127250.08,202,382.08,629.95
14912,970,22,857.86,3,323.33,285.95
14913,1743,76,1219.15,4,435.75,304.79
14915,105,12,253.31,3,35.00,84.44
14916,1132,72,1264.84,5,226.40,252.97
14918,675,39,1588.07,2,337.50,794.03
14920,509,57,958.13,2,254.50,479.07
14921,953,78,1316.07,2,476.50,658.04
14923,418,44,746.34,1,418.00,746.34
14924,64,10,195.04,1,64.00,195.04
14929,136,11,223.88,1,136.00,223.88
14930,1166,116,2287.57,3,388.67,762.52
14931,416,30,884.66,6,69.33,147.44
14932,80,17,303.68,1,80.00,303.68
14934,1041,68,1837.98,3,347.00,612.66
14935,935,10,1784.71,1,935.00,1784.71
14936,4083,210,7984.68,9,453.67,887.19
14937,483,33,1606.11,4,120.75,401.53
14944,2801,101,5823.51,13,215.46,447.96
14946,22,3,100.90,1,22.00,100.90
14947,179,14,285.81,2,89.50,142.91
14948,661,56,1066.57,7,94.43,152.37
